gestion,semestre,carrera,carrera_codigo,modalidad_ingreso,orden_postulacion,turno_estudio,formacion_previa,genero,edad_ingreso,estado_civil,estudiante_internacional,beneficiario_beca,pagos_al_dia,deudor,desplazado,nee,situacion_laboral_estudiante,apoyo_financiero_tipo,materias_inscritas_1sem,evaluaciones_1sem,materias_aprobadas_1sem,promedio_1sem,materias_inscritas_2sem,evaluaciones_2sem,materias_aprobadas_2sem,promedio_2sem,reprobaciones_total,asistencia_pct,tutorias_recibidas,orientacion_academica,tasa_desempleo,tasa_inflacion,pib,estado_academico,target_desercion,avance_curricular_pct,n_retiros,materias_criticas_reprobadas,nota_prom_materias_criticas,alertas_academicas,uso_tutorias
2024,1,Ing. Comercial,1,1,1,1,1,0,18,1,0,1,1,0,1,0,1,credito,5,8,4,10.75,5,5,5,13.0,1,69.6,0,0,12.4,0.5,1.79,Activo,0,12.5,0,0.0,11.149420182681286,0,0
2025,2,Ing. Comercio Internacional,2,8,1,1,1,0,18,1,0,1,1,0,1,0,0,beca,6,9,6,11.333333333333334,6,9,6,11.833333333333334,0,97.9,0,0,8.9,1.4,3.51,Activo,0,25.0,0,0.0,11.21152414110162,0,0
2025,8,Lic. en Administración de Empresas,3,14,1,1,14,0,21,1,0,1,1,0,1,0,0,credito,7,15,3,13.0,5,12,5,13.285714285714286,4,86.9,1,1,10.8,1.4,1.74,Activo,0,100.0,1,2.0,12.246291575374006,1,1
2025,4,Ing. Financiera y de Riesgos,4,1,1,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,7,7,6,13.966666666666669,7,7,6,13.966666666666669,1,65.3,0,0,7.6,2.6,0.32,Activo,0,50.0,0,0.0,13.245709327773621,0,0
2025,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,18,1,0,1,1,0,1,0,1,beca,8,8,8,14.14125,8,8,8,14.14125,0,86.3,0,0,9.4,-0.8,-3.12,Activo,0,62.5,0,0.0,13.168651096250654,0,0
2024,2,Ing. Comercial,1,8,2,1,1,0,20,1,0,1,1,0,1,0,1,beca,6,10,4,11.6,6,10,4,11.75,2,81.0,0,0,12.7,3.7,-1.7,Activo,0,25.0,0,1.0,10.905870172812156,1,0
2025,5,Ing. Comercio Internacional,2,13,1,1,2,0,32,2,0,1,1,0,0,0,0,mixto,8,8,8,14.6625,8,8,8,14.6625,0,70.3,2,1,9.4,-0.8,-3.12,Activo,0,62.5,1,0.0,14.239877595407073,0,1
2023,2,Lic. en Administración de Empresas,3,12,1,0,1,0,34,2,0,0,1,0,0,0,1,ninguno,5,5,0,0.0,5,5,0,0.0,5,92.5,0,0,9.4,-0.8,-3.12,Activo,0,25.0,0,2.0,0.0,1,0
2024,6,Ing. Financiera y de Riesgos,4,1,2,1,1,0,23,1,0,1,1,0,1,0,0,beca,7,8,6,12.993333333333334,8,9,8,12.66875,1,76.8,1,1,11.1,0.6,2.02,Activo,0,75.0,0,1.0,12.077093348383624,0,1
2024,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,5,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,6,10,4,11.25,6,11,5,12.2,2,72.5,2,1,8.9,1.4,3.51,Activo,0,50.0,0,0.0,11.405214709265016,1,1
2024,4,Ing. Comercial,1,8,1,0,1,0,18,1,0,0,1,0,0,0,1,ninguno,6,8,5,12.2,6,10,5,12.8,1,72.0,0,0,10.8,1.4,1.74,Activo,0,50.0,0,0.0,12.189562815091634,0,0
2024,5,Ing. Comercio Internacional,2,14,1,1,2,0,34,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,92.7,0,0,10.8,1.4,1.74,Abandono,1,62.5,0,0.0,0.0,0,0
2023,3,Lic. en Administración de Empresas,3,12,1,0,1,0,25,1,1,0,1,1,0,0,1,ninguno,6,6,6,11.333333333333334,6,6,4,11.75,0,84.5,0,0,8.9,1.4,3.51,Activo,0,37.5,1,0.0,11.065501562134838,0,0
2024,3,Ing. Financiera y de Riesgos,4,1,1,1,1,0,21,1,0,0,1,0,0,0,0,ninguno,5,7,5,12.2,5,7,5,11.8,0,74.6,1,1,11.1,0.6,2.02,Activo,0,37.5,0,0.0,11.399315613535528,0,1
2025,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,20,1,0,1,1,0,1,0,0,beca,6,12,0,0.0,6,12,0,0.0,6,84.1,1,1,7.6,2.6,0.32,Abandono,1,50.0,0,2.0,0.0,1,1
2025,7,Ing. Comercial,1,1,5,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,8,6,11.333333333333334,6,6,6,11.666666666666666,0,78.7,3,1,7.6,2.6,0.32,Activo,0,87.5,0,0.0,11.103380673743473,0,1
2025,4,Ing. Comercio Internacional,2,8,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,8,6,13.857142857142858,6,15,6,13.1,0,76.2,2,1,12.4,0.5,1.79,Activo,0,50.0,0,0.0,12.707197323190346,0,1
2023,3,Lic. en Administración de Empresas,3,8,1,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,6,7,6,12.857142857142858,6,6,6,13.333333333333334,0,69.7,0,0,13.9,-0.3,0.79,Activo,0,37.5,0,0.0,12.377941452050521,0,0
2024,5,Ing. Financiera y de Riesgos,4,12,1,0,1,0,24,1,0,0,1,0,1,0,1,ninguno,6,10,1,10.0,6,12,0,0.0,5,90.3,0,0,9.4,-0.8,-3.12,Abandono,1,62.5,0,1.0,4.493875130811188,1,0
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,16,1,1,1,0,32,1,0,0,0,1,0,0,1,ninguno,15,17,14,10.214285714285714,13,13,13,11.384615384615383,1,59.5,0,0,16.2,0.3,-0.92,Activo,0,12.5,1,0.0,10.489888631045844,1,0
2025,3,Ing. Comercial,1,12,1,1,1,0,24,1,0,0,0,1,1,0,0,ninguno,6,14,6,11.285714285714286,6,16,3,10.333333333333334,0,70.0,3,1,8.9,1.4,3.51,Abandono,1,37.5,0,0.0,10.455170268776506,0,1
2023,1,Ing. Comercio Internacional,2,1,1,1,1,0,18,1,0,1,1,0,0,0,1,beca,6,6,6,13.833333333333334,6,7,0,0.0,0,91.8,0,0,15.5,2.8,-4.06,Abandono,1,12.5,1,0.0,6.342480323809079,0,0
2024,2,Lic. en Administración de Empresas,3,16,1,1,1,0,28,1,0,0,1,0,0,0,0,ninguno,6,8,6,12.857142857142858,6,8,5,12.6,0,83.5,1,1,8.9,1.4,3.51,Activo,0,25.0,0,0.0,12.320789382755448,0,1
2023,2,Ing. Financiera y de Riesgos,4,8,5,1,1,0,18,1,0,1,1,0,1,0,0,beca,6,8,6,11.666666666666666,6,9,4,12.0,0,80.5,3,1,10.8,1.4,1.74,Abandono,1,25.0,0,0.0,11.269559609029752,0,1
2025,7,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,4,1,1,3,0,24,1,0,0,0,0,1,0,0,ninguno,6,12,0,0.0,5,10,0,0.0,6,81.5,0,0,9.4,-0.8,-3.12,Abandono,1,87.5,0,2.0,0.0,1,0
2025,2,Ing. Comercial,1,1,1,1,1,0,19,1,0,0,1,0,0,0,0,ninguno,5,7,5,14.4,5,6,5,13.2,0,76.3,3,1,7.6,2.6,0.32,Activo,0,25.0,1,0.0,13.116933800484503,0,1
2025,1,Ing. Comercio Internacional,2,12,1,0,1,0,44,2,0,0,1,0,0,0,0,ninguno,6,6,6,14.833333333333334,6,6,6,14.166666666666666,0,92.4,0,0,10.8,1.4,1.74,Activo,0,12.5,1,0.0,14.038176881803825,0,0
2024,2,Lic. en Administración de Empresas,3,7,3,1,1,0,18,1,0,1,1,0,1,0,0,credito,6,14,6,14.333333333333334,6,9,6,12.0,0,77.8,0,0,15.5,2.8,-4.06,Activo,0,25.0,0,0.0,12.62599092278554,0,0
2025,3,Ing. Financiera y de Riesgos,4,1,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,83.0,0,0,7.6,2.6,0.32,Activo,0,37.5,1,0.0,0.0,0,0
2025,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,6,1,1,0,22,1,0,0,1,0,0,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,73.6,0,0,7.6,2.6,0.32,Abandono,1,75.0,1,3.0,0.0,1,0
2025,2,Ing. Comercial,1,9,1,1,1,0,18,1,0,1,1,0,0,0,0,beca,7,9,6,12.333333333333334,7,7,6,12.666666666666666,1,74.9,3,1,11.1,0.6,2.02,Activo,0,25.0,0,0.0,11.672750592882785,0,1
2023,3,Ing. Comercio Internacional,2,12,1,0,1,0,44,2,0,0,1,0,0,0,1,ninguno,5,5,5,11.8,5,5,5,12.4,0,70.1,0,0,15.5,2.8,-4.06,Activo,0,37.5,0,0.0,11.412619981216611,0,0
2025,5,Lic. en Administración de Empresas,3,12,1,1,12,0,33,5,0,0,1,1,0,0,0,ninguno,6,7,5,13.2,6,7,5,10.6,1,82.1,0,0,7.6,2.6,0.32,Abandono,1,62.5,0,0.0,11.346394901178458,0,0
2025,3,Ing. Financiera y de Riesgos,4,12,1,1,1,0,32,2,0,0,0,1,0,0,0,ninguno,6,6,0,0.0,5,10,0,0.0,6,87.3,1,1,10.8,1.4,1.74,Abandono,1,37.5,0,2.0,0.0,1,1
2025,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,1,0,35,2,0,0,0,0,0,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,76.6,0,0,15.5,2.8,-4.06,Abandono,1,75.0,0,3.0,0.0,1,0
2024,2,Ing. Comercial,1,1,1,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,6,6,6,11.5,6,7,6,13.285714285714286,0,70.1,0,0,11.1,0.6,2.02,Activo,0,25.0,0,0.0,12.065386639628759,0,0
2024,4,Ing. Comercio Internacional,2,12,1,1,1,0,24,1,0,0,1,0,1,0,1,ninguno,6,8,5,12.6,6,7,5,12.2,1,94.6,1,1,9.4,-0.8,-3.12,Activo,0,50.0,0,0.0,11.408412148905816,0,1
2025,3,Lic. en Administración de Empresas,3,1,1,1,1,0,19,1,0,0,1,0,0,0,1,ninguno,7,7,7,13.542857142857144,8,9,8,14.22222222222222,0,72.2,0,0,16.2,0.3,-0.92,Activo,0,37.5,0,0.0,13.11747689494359,0,0
2023,4,Ing. Financiera y de Riesgos,4,1,1,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,6,8,5,11.6,6,6,5,13.0,1,66.2,2,1,12.4,0.5,1.79,Activo,0,50.0,0,0.0,11.523203610649327,0,1
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,2,1,1,1,19,1,0,1,1,0,1,0,1,beca,6,7,6,13.666666666666666,6,6,6,13.833333333333334,0,79.4,0,0,12.7,3.7,-1.7,Activo,0,12.5,1,0.0,13.423401513886681,0,0
2025,7,Ing. Comercial,1,13,1,1,1,1,27,1,0,0,0,0,1,0,1,ninguno,6,10,0,0.0,6,8,0,0.0,6,90.5,3,1,15.5,2.8,-4.06,Abandono,1,87.5,1,2.0,0.0,1,1
2025,2,Ing. Comercio Internacional,2,12,1,1,1,0,30,1,0,0,0,0,0,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,75.7,0,0,12.7,3.7,-1.7,Abandono,1,25.0,0,2.0,0.0,1,0
2023,2,Lic. en Administración de Empresas,3,8,4,1,1,1,21,1,0,0,1,0,1,0,1,ninguno,0,0,0,0.0,0,0,0,0.0,0,82.8,0,0,10.8,1.4,1.74,Abandono,1,25.0,0,0.0,0.0,0,0
2024,4,Ing. Financiera y de Riesgos,4,1,1,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,6,6,6,11.5,6,8,6,12.285714285714286,0,84.2,1,1,8.9,1.4,3.51,Activo,0,50.0,1,0.0,11.398311735318591,0,1
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,0,1,0,34,2,0,0,1,0,0,0,1,ninguno,5,12,2,11.5,5,9,4,11.75,3,98.2,0,0,9.4,-0.8,-3.12,Activo,0,12.5,0,2.0,10.701779880650445,1,0
2024,7,Ing. Comercial,1,14,1,1,1,1,18,1,0,0,1,0,0,0,1,ninguno,7,7,7,11.828571428571427,8,10,7,12.9125,0,76.0,0,0,13.9,-0.3,0.79,Activo,0,87.5,0,0.0,11.685543823179547,0,0
2024,4,Ing. Comercio Internacional,2,1,1,1,1,1,21,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,70.8,0,0,9.4,-0.8,-3.12,Activo,0,50.0,1,0.0,0.0,0,0
2025,8,Lic. en Administración de Empresas,3,1,2,1,1,1,17,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,79.3,0,0,15.5,2.8,-4.06,Activo,0,100.0,0,0.0,0.0,0,0
2025,3,Ing. Financiera y de Riesgos,4,1,1,1,1,0,19,1,0,1,1,0,1,0,1,beca,7,7,6,12.966666666666669,7,7,6,12.966666666666669,1,94.8,1,1,7.6,2.6,0.32,Activo,0,37.5,0,0.0,12.166781597485055,0,1
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,18,1,0,0,1,0,1,0,0,ninguno,6,6,6,13.833333333333334,6,6,6,13.666666666666666,0,83.3,2,1,12.7,3.7,-1.7,Activo,0,12.5,0,0.0,12.958004423622777,0,1
2024,4,Ing. Comercial,1,8,2,1,1,0,19,1,0,0,1,0,1,0,1,ninguno,7,7,7,14.125714285714285,8,8,8,14.36875,0,93.7,1,1,11.1,0.6,2.02,Activo,0,50.0,0,0.0,13.517401617976349,0,1
2023,8,Ing. Comercio Internacional,2,12,1,1,1,0,45,4,0,0,1,1,0,0,0,ninguno,10,12,5,12.166666666666666,8,8,0,0.0,5,87.2,0,0,12.7,3.7,-1.7,Abandono,1,100.0,0,2.0,5.426149480978879,1,0
2025,3,Lic. en Administración de Empresas,3,12,1,1,1,0,26,1,0,0,1,0,1,0,1,ninguno,6,17,6,12.666666666666666,6,21,4,12.25,0,75.5,2,1,15.5,2.8,-4.06,Activo,0,37.5,0,0.0,11.854684251788171,0,1
2025,1,Ing. Financiera y de Riesgos,4,12,2,0,1,1,51,2,0,0,1,0,1,0,0,ninguno,4,4,0,0.0,5,0,0,0.0,4,85.9,2,1,12.7,3.7,-1.7,Abandono,1,12.5,1,1.0,0.0,1,1
2023,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,12,1,49,2,0,1,1,1,0,0,0,beca,6,8,6,12.285714285714286,6,7,6,14.166666666666666,0,100.0,2,1,10.8,1.4,1.74,Activo,0,25.0,1,0.0,12.762813659980592,0,1
2024,2,Ing. Comercial,1,13,1,1,1,1,22,1,0,0,1,0,0,0,0,ninguno,6,7,3,14.5,7,8,4,14.375,3,81.5,0,0,15.5,2.8,-4.06,Activo,0,25.0,0,1.0,13.478618655075646,1,0
2024,6,Ing. Comercio Internacional,2,8,1,1,1,1,22,1,0,0,1,0,1,0,0,ninguno,5,8,2,10.0,5,7,1,10.0,3,89.9,2,1,7.6,2.6,0.32,Abandono,1,75.0,0,1.0,9.28784382957384,1,1
2024,2,Lic. en Administración de Empresas,3,4,1,1,3,0,33,2,0,0,1,0,0,0,1,ninguno,5,11,2,11.5,5,8,2,12.0,3,82.8,0,0,9.4,-0.8,-3.12,Abandono,1,25.0,0,1.0,11.232165288951936,1,0
2024,5,Ing. Financiera y de Riesgos,4,5,1,1,1,0,20,1,1,0,1,0,0,0,0,ninguno,5,6,5,11.6,5,6,4,11.5,0,58.8,0,0,9.4,-0.8,-3.12,Activo,0,62.5,1,0.0,10.93522410438039,1,0
2023,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,4,1,1,0,18,1,0,1,1,0,1,0,0,mixto,6,6,6,12.5,6,6,6,11.666666666666666,0,65.4,0,0,10.8,1.4,1.74,Activo,0,25.0,0,0.0,11.219353981119507,0,0
2024,8,Ing. Comercial,1,1,5,1,1,0,20,1,0,0,0,1,1,0,0,ninguno,6,9,3,11.666666666666666,6,10,2,11.0,3,74.2,0,0,10.8,1.4,1.74,Abandono,1,100.0,0,1.0,10.920202090822125,1,0
2024,5,Ing. Comercio Internacional,2,18,1,0,1,0,37,2,1,0,1,0,0,0,0,ninguno,10,11,7,13.428571428571429,10,11,10,11.6,3,80.3,0,0,8.9,1.4,3.51,Activo,0,62.5,0,1.0,12.009300778563532,1,0
2024,4,Lic. en Administración de Empresas,3,1,1,1,1,1,18,1,1,0,1,0,1,0,0,ninguno,6,6,6,13.666666666666666,6,6,6,13.5,0,71.8,2,1,7.6,2.6,0.32,Activo,0,50.0,0,0.0,12.807677717417743,0,1
2025,4,Ing. Financiera y de Riesgos,4,1,3,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,6,6,12.5,6,6,6,12.166666666666666,0,88.7,0,0,12.4,0.5,1.79,Activo,0,50.0,0,0.0,11.812490888795775,0,0
2025,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,15,1,1,14,0,21,1,0,0,1,0,1,0,0,ninguno,6,7,6,13.0,6,15,4,12.8,0,83.3,0,0,12.4,0.5,1.79,Activo,0,75.0,0,0.0,12.045248822696974,0,0
2025,1,Ing. Comercial,1,1,2,1,1,0,20,1,0,0,1,0,0,0,0,ninguno,7,9,6,12.783333333333331,8,9,7,12.842857142857143,1,82.7,0,0,13.9,-0.3,0.79,Activo,0,12.5,0,1.0,12.421777797071083,0,0
2023,7,Ing. Comercio Internacional,2,1,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,7,0,0,0.0,8,0,0,0.0,7,82.4,0,0,13.9,-0.3,0.79,Abandono,1,87.5,0,3.0,0.0,1,0
2023,8,Lic. en Administración de Empresas,3,8,2,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,7,13,4,13.5,7,11,4,11.225,3,70.8,0,0,11.1,0.6,2.02,Abandono,1,100.0,0,1.0,12.014653799604604,1,0
2023,3,Ing. Financiera y de Riesgos,4,8,4,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,7,7,7,13.457142857142856,8,8,8,15.125,0,93.2,0,0,13.9,-0.3,0.79,Activo,0,37.5,0,0.0,13.982256599704181,0,0
2025,8,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,4,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,8,8,7,13.44285714285714,8,8,7,13.44285714285714,1,82.6,1,1,12.7,3.7,-1.7,Activo,0,100.0,0,1.0,12.514100679674627,0,1
2025,2,Ing. Comercial,1,1,1,1,1,0,18,1,0,0,1,0,0,0,1,ninguno,6,13,4,11.0,6,12,5,10.833333333333334,2,71.3,0,0,15.5,2.8,-4.06,Activo,0,25.0,1,0.0,10.20972921481406,1,0
2024,2,Ing. Comercio Internacional,2,8,1,1,1,0,18,1,0,1,1,0,1,0,1,beca,6,6,6,11.333333333333334,6,7,6,12.285714285714286,0,62.2,2,1,15.5,2.8,-4.06,Activo,0,25.0,0,0.0,11.263244981563043,1,1
2025,2,Lic. en Administración de Empresas,3,1,2,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,5,7,2,10.0,1,1,0,0.0,3,85.0,1,1,12.7,3.7,-1.7,Abandono,1,25.0,0,1.0,4.537183754125305,1,1
2024,6,Ing. Financiera y de Riesgos,4,1,6,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,7,10,5,13.44,7,8,6,13.066666666666668,2,72.0,0,0,12.4,0.5,1.79,Activo,0,75.0,0,1.0,12.521513285050762,1,0
2025,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,2,1,1,0,18,1,0,1,1,0,1,0,0,beca,7,8,7,12.214285714285714,8,8,8,14.0625,0,93.6,0,0,16.2,0.3,-0.92,Activo,0,25.0,0,0.0,12.48209132866714,0,0
2025,8,Ing. Comercial,1,1,1,1,1,0,19,1,1,1,1,0,1,0,0,beca,6,6,6,14.166666666666666,6,6,6,13.5,0,82.6,1,1,11.1,0.6,2.02,Activo,0,100.0,0,0.0,12.839214890462342,0,1
2024,2,Ing. Comercio Internacional,2,17,1,1,16,0,24,1,0,1,1,1,0,0,1,credito,12,13,12,12.846153846153848,11,13,11,12.636363636363637,0,77.3,2,1,8.9,1.4,3.51,Activo,0,25.0,1,0.0,11.753007550601122,0,1
2023,4,Lic. en Administración de Empresas,3,15,1,1,14,0,20,1,0,0,1,0,0,0,0,ninguno,6,8,6,13.0,6,18,2,12.0,0,83.0,1,1,12.4,0.5,1.79,Activo,0,50.0,0,0.0,11.755482803700874,0,1
2023,2,Ing. Financiera y de Riesgos,4,1,1,1,1,0,21,1,0,1,1,0,1,0,0,mixto,5,6,5,12.8,5,7,4,11.25,0,88.8,0,0,9.4,-0.8,-3.12,Activo,0,25.0,0,0.0,11.414990645725878,0,0
2023,8,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,15,1,1,14,0,20,1,0,0,0,1,0,0,0,ninguno,6,13,4,13.0,6,11,5,12.0,2,92.7,0,0,16.2,0.3,-0.92,Abandono,1,100.0,0,1.0,11.856201321605736,1,0
2023,2,Ing. Comercial,1,8,6,1,1,0,19,1,0,1,1,0,1,0,1,credito,7,7,7,13.371428571428572,8,9,8,13.666666666666666,0,58.3,0,0,16.2,0.3,-0.92,Activo,0,25.0,0,0.0,12.741312272681816,1,0
2023,1,Ing. Comercio Internacional,2,8,5,1,1,0,19,1,0,1,1,0,1,0,0,beca,7,8,7,13.385714285714286,8,8,8,13.3875,0,68.3,0,0,10.8,1.4,1.74,Activo,0,12.5,0,0.0,13.015504961892375,0,0
2025,6,Lic. en Administración de Empresas,3,1,3,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,8,8,7,13.328571428571427,8,8,7,13.328571428571427,1,97.5,0,0,12.7,3.7,-1.7,Activo,0,75.0,0,0.0,12.798724976903925,0,0
2024,1,Ing. Financiera y de Riesgos,4,1,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,12,5,14.0,6,14,5,11.0,1,79.6,1,1,16.2,0.3,-0.92,Activo,0,12.5,0,1.0,12.147309431297478,0,1
2025,7,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,4,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,5,5,5,12.6,5,5,5,13.2,0,86.4,0,0,8.9,1.4,3.51,Activo,0,87.5,0,0.0,12.548647468338155,0,0
2025,8,Ing. Comercial,1,1,2,1,1,0,19,1,0,1,1,0,1,0,1,beca,6,7,6,14.0,6,6,6,15.0,0,86.6,0,0,15.5,2.8,-4.06,Activo,0,100.0,0,0.0,14.062912530674037,0,0
2025,1,Ing. Comercio Internacional,2,1,5,1,1,0,18,1,0,1,1,0,1,0,1,beca,6,7,6,13.428571428571429,6,6,6,12.666666666666666,0,87.0,1,1,8.9,1.4,3.51,Activo,0,12.5,0,0.0,12.407941769403788,0,1
2024,5,Lic. en Administración de Empresas,3,8,5,1,1,0,17,1,0,1,1,0,1,1,0,mixto,6,6,6,13.0,6,6,6,12.5,0,69.6,0,0,15.5,2.8,-4.06,Activo,0,62.5,0,0.0,11.900657975186048,0,0
2025,2,Ing. Financiera y de Riesgos,4,9,4,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,8,5,12.666666666666666,6,8,5,11.0,1,78.7,1,1,15.5,2.8,-4.06,Activo,0,25.0,1,0.0,11.193486209517221,0,1
2023,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,6,1,1,1,23,1,0,0,0,0,1,0,0,ninguno,5,9,3,10.0,5,9,3,12.333333333333334,2,94.3,1,1,9.4,-0.8,-3.12,Abandono,1,25.0,0,1.0,10.63183303927406,1,1
2023,5,Ing. Comercial,1,1,1,1,1,0,19,1,0,0,1,0,1,0,1,ninguno,6,7,6,12.833333333333334,6,10,6,11.77777777777778,0,86.6,0,0,8.9,1.4,3.51,Activo,0,62.5,0,0.0,11.947908462319827,0,0
2023,3,Ing. Comercio Internacional,2,1,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,7,7,6,12.916666666666666,7,7,6,12.916666666666666,1,79.1,0,0,7.6,2.6,0.32,Activo,0,37.5,1,0.0,12.231459800438476,0,0
2025,7,Lic. en Administración de Empresas,3,1,1,1,1,0,20,1,0,0,1,0,1,0,1,ninguno,6,9,6,13.285714285714286,6,8,5,13.8,0,78.9,0,0,15.5,2.8,-4.06,Activo,0,87.5,0,0.0,13.052969132318921,0,0
2023,1,Ing. Financiera y de Riesgos,4,1,3,1,1,0,19,1,0,1,1,0,1,0,1,mixto,5,6,5,14.6,5,5,5,13.8,0,86.7,1,1,10.8,1.4,1.74,Activo,0,12.5,1,0.0,13.469546075457997,0,1
2025,8,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,18,1,0,1,1,0,1,0,1,beca,6,6,6,14.0,6,6,6,13.666666666666666,0,95.9,0,0,12.4,0.5,1.79,Activo,0,100.0,0,0.0,12.84930191594064,0,0
2024,1,Ing. Comercial,1,8,2,1,1,0,19,1,0,1,1,0,0,0,0,credito,6,7,6,14.142857142857142,6,6,6,15.0,0,85.3,0,0,13.9,-0.3,0.79,Activo,0,12.5,1,0.0,14.193508546394286,0,0
2023,7,Ing. Comercio Internacional,2,1,4,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,8,6,11.666666666666666,6,6,6,12.333333333333334,0,89.3,1,1,10.8,1.4,1.74,Activo,0,87.5,0,0.0,11.551512220894642,0,1
2024,7,Lic. en Administración de Empresas,3,8,1,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,8,9,8,14.3775,8,9,8,14.3775,0,83.6,1,1,9.4,-0.8,-3.12,Activo,0,87.5,0,0.0,13.746333823330437,0,1
2023,3,Ing. Financiera y de Riesgos,4,8,2,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,7,8,7,12.5,8,9,7,13.042857142857144,0,74.8,2,1,13.9,-0.3,0.79,Activo,0,37.5,0,0.0,11.793398900686421,0,1
2025,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,5,1,1,0,19,1,0,1,1,0,1,0,0,beca,7,7,6,14.15,7,7,6,14.15,1,81.1,0,0,7.6,2.6,0.32,Activo,0,25.0,0,0.0,13.309733156611003,0,0
2023,7,Ing. Comercial,1,1,1,1,1,0,19,1,0,1,1,0,0,0,0,mixto,8,12,7,12.471428571428572,8,12,7,12.471428571428572,1,78.2,0,0,12.7,3.7,-1.7,Activo,0,87.5,1,0.0,11.54266813621459,0,0
2025,2,Ing. Comercio Internacional,2,1,1,1,1,0,19,1,0,0,1,0,0,0,0,ninguno,7,7,6,14.15,7,7,6,14.15,1,75.5,1,1,7.6,2.6,0.32,Activo,0,25.0,0,0.0,13.616399606066945,0,1
2025,7,Lic. en Administración de Empresas,3,1,2,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,7,11,7,14.072222222222225,8,8,8,14.0475,0,90.5,0,0,15.5,2.8,-4.06,Activo,0,87.5,0,0.0,13.065434179466095,0,0
2025,6,Ing. Financiera y de Riesgos,4,1,3,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,7,6,14.857142857142858,6,6,6,14.666666666666666,0,89.1,0,0,13.9,-0.3,0.79,Activo,0,75.0,0,0.0,14.389921790659853,0,0
2025,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,19,1,0,1,1,0,0,0,0,beca,6,7,6,14.285714285714286,6,6,6,13.166666666666666,0,87.8,0,0,11.1,0.6,2.02,Activo,0,37.5,0,0.0,13.389109441958206,0,0
2023,7,Ing. Comercial,1,1,4,1,1,0,18,1,0,0,0,0,0,0,0,ninguno,4,4,0,0.0,4,4,0,0.0,4,71.0,0,0,12.7,3.7,-1.7,Abandono,1,87.5,0,2.0,0.0,1,0
